filename,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,label
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999976167645863,1,1.5857162715137076,0.9192036296766373,0,0.015598090784675075,0.001302415,0.000120373
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,0.7627071774149291,0.7189412883713293,0,0.085590715,0.008487704,0.000740067
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9985563076618872,1,0.9750548602237219,0.945393212,0,0.006497674,0.002774479,0.000113479
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999987937,1,1.2428833245798627,0.8785804490860992,0,0,0,8.58E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.708913911436002,0.8552962917003112,0,0.091867647,0.005819053,0.000517228
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999999997,1,2.2947770285830718,1.1393212856044101,0.00077745,0.013447668030747961,0.00287602,5.82E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.9696219411510614,0.6651472141289136,0.066526365,0,0,0
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999925398848147,1,2.488052156164703,0.9232629578714575,0,0.000431824,0.000232858,-6.87E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999998770369,1,2.182555568657763,1.1100589819263544,0,0.000215789,0.000363543,-6.88E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9992715238387833,1,1.6223169106280397,0.9420927982728877,0,0.001007759,0.000511299,0.000175733
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.37049049519772925,1,1.1590725295604334,1.0082750730439909,0.001221126,0.009087832,0.002108807,0.000360016
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.0335911647241653,0.7895271466150695,0.039320767,0.000472228,0.000870204,-0.000152928
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.6874626597876041,1,1.0114122995332895,1.017322373970896,0.027790213,0.002041928,0.00105502,9.10E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999991017932812,1,1.9847241227423946,0.9158783227116345,0.048941404565879684,0.000373103,0.000476739,7.76E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999549705,1,1.2440982071037707,0.8873770247721303,0,0,0,3.14E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9832348174188971,1,1.6330840435110283,1.0410111201220644,0,0.005933037,0.002688519,0.000136338
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.791381207,1,2.013247467803793,1.021566009888371,0.014305403169435219,0.002236516,0.000679849,0.000142932
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9967159928989631,1,1.8789850684866014,0.9496033859707054,0,0.000891359,0.000719796,-5.56E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999959410017248,1,2.1974129370542492,0.9210735462727612,0.00729807,0.09518103,0.00831059,-0.000547464
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.22871981666028385,1,2.127000397516298,0.9950134538650264,0,0.00058904,0.000212551,1.87E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999999968,1,1.576435831270186,0.8654091342366204,0,0.002961119,0.001086801,0.000126972
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5805929774127137,1,2.239928307840303,0.9861499480817613,0.00093131,0.002807564,0.001171849,-3.85E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999990477984202,1,1.2936058563997075,0.9160737597143476,0.016258590394413616,0.00511767,0.001838573,5.72E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9994921943585455,1,2.1608142038606575,0.9404165489393095,0,0.00287047,0.002201044,0.000186527
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9904761213906433,1,1.4235607021114594,1.0444514623352212,0,0.001929842,0.00266096,-0.00012121
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999923174,1,1.8636531856296785,0.8829979701475452,0.043842395,0.008795271,0.001589334,-5.01E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999973728673303,1,1.5393079228498576,0.9195427466898118,0,0.000862921,0.000279355,6.02E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999677837875,1,1.9969648985853428,0.9053713300659869,0.020801865484377367,0.018904088375622227,0.002439718,0.000165822
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.1306651572201194,1,2.2099834331727815,0.997178172,0.015409756437663834,0.006838091,0.002185389,8.22E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9973011305720024,1,1.0075286517142064,0.9485713338978571,0,0.000358375,0.000444793,6.59E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999997958827522,1,1.6632933801414995,1.0889458973164647,0.4772553383445851,0.3221491965565045,0.024601025,0.000151901
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9722519484647894,1,2.1824821146650004,0.9622611939633942,0,0.028217196667065805,0.006445745,0.000149574
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9995076988237123,1,0.7346342589528488,0.940274452,0,0,0,-4.24E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9995351805287858,1,1.7235340609884464,0.940012011,0,0.005530973,0.002785031,0.000295513
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.2640928103128763,0.4279930802338665,0,0.2817263222366664,0.025397947208082406,0.003182952
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.4284146,0.849378945,0,0.029508997,0.003239122,8.08E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.009227809536616,0.6928587501532619,0,0.000260438,0.000478886,4.85E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999578919,1,1.9186635622108505,1.112792138127809,0,0.00089884,0.000238253,6.39E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999999999,1,1.9278185190585817,1.1424545645789101,0.047359046,0.7169955010441817,0.22267144178049467,0.045138496
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5115223013608436,1,2.1208559791242507,0.9881175407439574,0,0.000931806,0.000688613,2.50E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9998843487496879,1,1.894278353232839,0.9339421001546208,0,0,0,-3.74E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999130753403428,1,1.6211889410316989,0.9327574218288912,0,0,0,-3.30E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.310770347,1,1.904008560320396,0.9931403268769792,0,0.005521943,0.000750035,-0.000312494
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5087207594467498,1,1.5990450200050064,1.011806022410948,0,0.001698316,0.000870725,8.04E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999999968,1,0.8403419942416459,0.8653862833914225,0,0.008435301,0.001390673,-6.86E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9995927582817288,1,2.5627960290153977,0.9394116561188324,0,0.00290453,0.001191295,6.20E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999913119162782,1,2.255560366788997,0.9238202780424384,0,0.004804824,0.001723129,5.86E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9971730360913738,1,1.273264869145529,0.9488136108114025,0,0.001306992,0.00123932,-2.08E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.4442137873896748,1.201873368975241,0,0.004835923,0.001484901,8.00E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.6653800424920835,0.8498452059684508,0.018394368669055926,0.009363334,0.001173859,0.000129947
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999832397974713,1,2.0090845249419447,0.9262680662378213,0,0,0,-2.45E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9986223819489036,1,1.8397623370065832,0.9451616497548182,0,0.007383507,0.015009751196661782,0.001026932
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.7881000032293322,1,2.2535385008140745,0.9785885682143042,0,0.002441253,0.000590957,5.23E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999664966831912,1,1.1160088701175512,0.9289324623678876,0,0.000985769,0.000587127,-3.92E-07
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999845219720943,1,2.602909498378353,0.9259675912845817,0,0,0,9.27E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999733021466823,1,1.0374726634901497,0.9280490110956721,0,0.001790764,0.000382511,5.75E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999727239249,1,1.066988349128361,0.9048749652547171,0,0,0,-4.22E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999655371888,1,2.2278733851801875,0.905573056,0.030028047635918376,0.10845118789734251,0.006908392,0.000323604
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9487515829635493,1,2.244384777778382,1.0334298585875012,0,0.002247958,0.001137243,0.000162955
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5026448446760751,1,1.0521834558262904,1.011641046980925,0.003998274,0,0,0.000135403
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.999897073,1,1.1479150434053698,0.933456179,0,0,0,2.26E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999998687299229,1,1.636600551993836,0.9096642511072792,0,0.001895227,0.001302058,2.63E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.2861192729290737,1,2.348651607801233,0.9937106933462381,0,0.000233594,0.000233437,-3.01E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.3062121777918856,1.4901571295300002,0.088485515,0.6313911927498439,0.2965704525018726,0.032884176
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,0.6725145982798895,0.6907853780319199,0,0.014239963914392856,0.0033021,0.001676187
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9970247024794401,1,0.8317382797902766,0.9490819518968491,0,0.001340428,0.00029546,-1.16E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999963090283818,1,1.4534098766208932,0.920736741,0,0,0,2.19E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5828342463904469,1,2.4052483961402245,0.9860830972749886,0,0.002000792,0.000744095,-3.52E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.7178671553766026,1,1.4559085917373469,1.018447866261883,0.005894522,0.004627208,0.001533558,0.000434814
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999928271215,1,1.166551730670644,0.9009788869694348,0,0,0,-1.36E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999873148094,1,1.410502202601109,0.9026234819041801,0,0.000420873,0.000339051,5.42E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.6817495342154515,1,1.2803846754062993,0.9828808969177442,0,0.007064534,0.00103031,3.96E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.8602541198428794,1,2.3111797353897208,1.0253273729270413,0,0.033787538,0.006050106,0.000681359
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999997846921306,1,1.6690805847277101,0.9112235550878376,0,0.2507517234481289,0.014524974024824286,0.000945065
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9998804893374276,1,1.8742670267722306,0.9340795303866791,0,0.004283111,0.001696558,0.000501623
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999155090981517,1,2.1740150751337426,0.9326406347991908,0,0.008918813,0.002432343,-1.05E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.8283515281377745,0.5912771974768523,0,0.1338471181221301,0.013316797440953008,0.001254538
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.313145284,1,1.6183090052095594,1.0069150158082245,0.001234845,0.001579445,0.000378606,-1.35E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9995995120161454,1,1.6109682996089347,0.9393361121547236,0.009529897,0,0,1.37E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9852496958450289,1,2.340535458792057,0.9581899495752941,0.015911215,0.004160773,0.00088701,0.000660893
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.920092553,1,2.0845616569403727,1.0300330836163303,0,0.022086936,0.003158155,9.59E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999584710834108,1,1.943368453341896,1.0702226274883566,0,0.000819514,0.000679455,-0.000166614
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9945070488372995,1,2.1669897325270546,0.9523980710940396,0.010152670077029179,0.002844593,0.000601467,9.53E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.999999981,1,1.4512017947286195,0.9038490075589534,0,0,0,9.84E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999966097026984,1,1.7324819985539723,0.9204367651377179,0,0.001269958,0.001122736,2.48E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.15088490218801587,1,2.347283956,0.9967365690007168,0,0.000278549,0.000410297,-3.94E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.9722022714928569,0.8414676937962136,0,0,0,-8.83E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9989686836868928,1,2.228047439841198,1.056250958729151,0.042618763,0.001985755,0.001173936,-1.20E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9557024933138721,1,2.4394262546904955,1.0344902517516452,0.005387997,0.003007132,0.001684175,-0.000147781
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9993846047307995,1,2.5699554988808178,1.0586960605206124,0,0.006840814,0.001911017,2.92E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,2.2260870298420192,0.8200613951761591,0,0.011505234,0.001457855,0.000210531
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.5583735337162435,1,1.6172735023208396,0.9868017116722804,0,0.000305781,0.000296836,0.000147786
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9995888790354444,1,1.441019656251033,0.9394545202153844,0,0.025306971230606094,0.008120075,0.000377139
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.8278775399953863,1,2.400567743929239,0.9765813603459327,0,0,0,-1.96E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.999901137,1,1.6205758866566504,0.9332890131957098,0,0.000847349,0.002964789,3.47E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.782921967103201,0.6602197447021814,0,0.000215831,0.00012831,0.002601639
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999528190302441,1,2.473928966990912,1.069716146736216,0,0.11288657742789604,0.016963109,0.003370063
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9728786723278686,1,2.2838134098773155,1.0378919437339167,0,0.003189758,0.000896614,-8.36E-06
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,1,1,1.6739515860905327,0.48893930483926684,0,0.035172622253523946,0.006288098,0.002000739
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9867919844753379,1,0.965460015,0.9575105705710493,0,0,0,4.65E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9667627242862177,1,1.022272748715591,0.9634885497025225,0,0,0,1.51E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9947836288207941,1,1.0119254941479727,0.952111203,0,0.064031786,0.010012437379372107,5.04E-05
[UCI]Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),1,-1,0.9999999999999998,1,0.919171711,0.8595873319568482,0,0.013742271957534014,0.003195286,0.000807921
[openml]colleges_aaup,1,-1,0.5470849814008334,1,2.5569722797429084,0.9779510981161106,0.2642411397088694,0.9492191524828266,0.8146617647478918,0.070332659
[openml]colleges_aaup,1,-1,0.15412912399595602,1,2.429352321249046,0.99428888,0.3344031884094331,0.9188489417225459,0.692345673,0.005494232
[openml]colleges_aaup,1,-1,0.14441224201498326,1,1.9556165125902212,1.0053469354761686,0.089337084,0.9648621259431801,0.8215913064410982,0.015176908
[openml]colleges_aaup,1,-1,0.43020691900496233,1,2.420322577332559,1.0166971495460333,0.6211606202144035,0.9255573814821609,0.7208856182132829,0.008490477
[openml]colleges_aaup,1,-1,0.18873605427466655,1,2.4583347447707906,0.9929842637037043,0.087159781,0.9544368331801366,0.8098309235006562,0.014195032
[openml]colleges_aaup,1,-1,0.2459627004026489,1,2.5367331580538477,0.9907948398893148,0.036759384,0.9324850820256267,0.7495353152608988,0.021592318
[openml]colleges_aaup,1,-1,0.36658020212664066,1,2.5193653726206824,0.9859888019287661,0.25217482572650823,0.9353870623776099,0.7781337580452168,0.007855078
[openml]colleges_aaup,1,-1,0.29420490510715225,1,1.649116948424237,0.9889091112043699,0.058697022571518584,0.9652820985755665,0.8531753063020197,0.011324551
[openml]colleges_aaup,1,-1,0.467937355,1,1.3399114924037732,1.0183568606346411,0.036327312488318116,0.9381223709271765,0.7509435949445201,0.000871497
[openml]colleges_aaup,1,-1,0.5110087466266506,1,1.5342145361009578,1.0203263450779114,0.036640703,0.9192833791141236,0.7057461221876639,0.003470031
[openml]colleges_aaup,1,-1,0.17297912482311306,1,2.4558350772218027,1.0064201709175973,0.319922456,0.9326995722844755,0.7512681933854849,0.022760947
[openml]colleges_aaup,1,-1,0.10639588821646717,1,2.484963771882883,0.9960705815190322,0.12354787840686768,0.9310598267018452,0.7814633142209492,0.03494125
[openml]colleges_aaup,0,0.6173116547786308,1,0.9999999740428198,3.6376714415436497,0.5239532968230227,1,1,1,0.248015962
[openml]colleges_aaup,0,0.531842652,1,1,0.9945523565919452,0.7375974736428805,0.2897077229099517,0.7715945858388574,0.3225479172261579,0.000648345
[openml]fri_c3_1000_5,1,-1,1,0,2.422076416861395,0.34208265518274905,0.6491596265837575,0.7327947241253477,0.4106904450820047,1.527799993
[openml]fri_c3_1000_5,1,-1,0.2734449076809351,0,2.9886217585156025,0.9889276364515901,0.004243712,0.5963913474646048,0.0968356,0.008252398
[openml]fri_c3_1000_5,1,-1,1,0,2.6557652921068717,0.45835962880236625,0.527698223,0.6755759745762527,0.2678702841232479,1.491938673
[openml]fri_c3_1000_5,1,-1,1,0,2.990670922444774,0.11891879372821257,1,1,1,1.470369661
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.657343946907981,1.309949685838423,0.071881104,0.7295083651556084,0.16183871136034658,0.005831842
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.6041481261991164,1.2831879289504398,0.9015994210607644,0.7328085451300099,0.20690367385628833,0.002890535
[UCI]Diabetic Retinopathy Debrecen Data Set,1,0.5962235019982138,1,1,0.6385027014015118,0.6096960948264631,0.05118381,0.765972714,0.38380619869330684,0.014590741
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9999999776638919,1,0.2624577205937329,0.8360853540244042,0.006169,0.7824766012683241,0.4332038622501414,0.013541767
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.6133723010459713,1.3498107277887643,0.029990061,0.8427552929141474,0.5015188270437086,0.021248935
[UCI]Diabetic Retinopathy Debrecen Data Set,1,0.5962235019982156,0.9690303907010157,1,0.023146316,0.9364028111309647,0.020137450806656725,0,0,0
[UCI]Diabetic Retinopathy Debrecen Data Set,1,0.5962235019982121,0.9672217571324692,1,0.2828247018598315,0.9370698545194744,0.019436734288857286,0.5476593819791442,0.077242903,0.000505569
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,0.685689613,0.5133942669404474,0.10136228070416148,0.7979922111193586,0.35789127279171745,0.015279947
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9999999999999969,1,2.4724296255052165,1.229652841108918,0.17182529345009906,0.7769366306065735,0.328867507,0.034548548
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,1.488961629387272,0.23659126616079262,0.37201571595685456,1,1,1.631769805
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9965575495719028,1,2.283901515939424,1.0861549461172026,0.009277815,0.7736589855521314,0.23679746394191523,0.001628418
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.0012697566263777,0.2329092723159064,0.15633838951419313,0.8412287553309228,0.4419603835209452,0.371284467
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9999041072614983,1,0.3433101210618664,0.8852781031436661,0.013266418078336902,0.7659568467067013,0.2535663651218829,0.001353644
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.5604112957963316,1.2447041057295747,1,0.7242820142219086,0.17224635441808103,0.004733557
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9966758112733982,1,2.1729576500386565,1.0864736327986821,0.011647136149551351,0.7551949985275963,0.22985611532028402,0.006449224
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9999932327024043,1,0.2720158109978794,0.8677732193473039,0.006071001,0.7780656826375654,0.2742842238285538,0.005013439
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,0.9959595684992333,1,0.31293764220029485,0.9153183117444851,0.009913157,0.7359300238072223,0.22684083869799707,0.002827323
[UCI]Diabetic Retinopathy Debrecen Data Set,1,-1,1,1,2.4346347454847725,1.3755061073262318,0.071077109,0.829616177,0.4965536759817416,0.044194279
[kc]Microsoft-Malware-Classification-Challenge,1,-1,0.9999999680177671,1,0.14488010388336653,0.9407329365647561,0,0,0,0.000102911
[kc]Microsoft-Malware-Classification-Challenge,1,-1,0.8932101706064395,1,0.050706886,0.982701902,0,0.00015563,0.000102862,0.000249762
[kc]Microsoft-Malware-Classification-Challenge,1,-1,1,1,0.7953154623781035,0.8425837094392803,0,0.000409026,9.401811752328458e-05,6.24E-05
[kc]Microsoft-Malware-Classification-Challenge,1,-1,0.698019999,0.9999996088670342,0.040785117,1.0110713803496636,0,0,0,-6.80E-06
[kc]Microsoft-Malware-Classification-Challenge,1,1,0.19573402845811527,0.50782492,0.004473699,1.0026583103097533,0,0,0,0
[kc]Microsoft-Malware-Classification-Challenge,1,1,0.999998811,1,0.23761650138537005,1.0520681874001483,0,0,0,0
[kc]Microsoft-Malware-Classification-Challenge,1,-1,0.9999799668401165,0.9999751849521169,0.11623508468362354,0.9542811038286116,0,1.7082350743299717e-05,1.140093196256433e-05,0.000285655
[kc]Microsoft-Malware-Classification-Challenge,1,-1,1,1,1.317976585403482,1.1284010565334586,0,0.2962106959865356,0.022750046,0.001484019
[kc]Microsoft-Malware-Classification-Challenge,1,-1,1,1,0.007629517,0.9218959941665128,0,5.4124031204122245e-05,0.000100954,0.000934826
[kc]Microsoft-Malware-Classification-Challenge,1,1,1,0.9999999964023221,0.071469254,0.86128882,0,0,0,0
[kc]Microsoft-Malware-Classification-Challenge,1,1,0.9383043190637796,0.9999992498810274,0.15244520465734332,0.9799600485709088,0,0,0,0
[kc]Microsoft-Malware-Classification-Challenge,1,1,0.9999999997431064,1,0.057616206,0.932257423,0,0,0,-3.92E-05
[kc]Microsoft-Malware-Classification-Challenge,1,1,0.9999999622164809,0.9985556222561391,0.071328734,0.9410465393861857,0,0,0,0.000156996
